	Control_1	Control_2	Control_3	Control_4	Treatment_1	Treatment_2	Treatment_3	Treatment_4
ENSG00000284292	1	0	0	2	0	1	3	1
ENSG00000241685	0	0	0	0	0	0	0	0
ENSG00000130429	0	0	0	0	0	0	0	0
ENSG00000106244	926	1024	1047	1471	2886	3183	2685	3706
ENSG00000106245	605	664	645	929	1407	1470	1190	1509
ENSG00000106246	9	5	7	8	18	18	17	39
ENSG00000248919	0	0	0	0	0	0	0	0
ENSG00000160917	0	0	0	0	0	0	0	0
ENSG00000241468	0	0	0	0	0	0	0	0
ENSG00000198556	2	0	3	0	8	12	9	19
ENSG00000160908	0	0	0	0	3	0	2	3
ENSG00000196652	131	116	131	177	479	609	475	617
ENSG00000221909	63	60	72	111	478	433	343	447
ENSG00000197343	7	4	8	6	19	30	27	24
ENSG00000272647	5	3	0	1	6	5	1	4
ENSG00000244219	7	10	8	5	4	6	5	10
ENSG00000197037	145	115	138	172	872	986	856	1074
ENSG00000106258	15	17	33	44	164	119	95	149
ENSG00000282301	0	0	1	2	0	2	1	0
ENSG00000160870	0	0	0	0	0	0	0	0
ENSG00000160868	2	0	0	3	1	0	0	0
ENSG00000021461	1	0	1	0	0	0	0	2
ENSG00000244623	0	0	0	0	0	0	0	0
ENSG00000146833	912	826	811	1094	2555	3014	2482	3156
ENSG00000176402	0	0	0	3	0	0	0	0
ENSG00000160862	0	0	0	0	0	0	0	0
ENSG00000106261	492	363	382	540	1227	1361	1189	1455
ENSG00000166529	47	41	49	80	154	178	150	185
ENSG00000166526	297	272	264	336	1158	1266	1096	1273
ENSG00000168090	1441	1647	1632	1794	1920	2026	1779	2296
ENSG00000166508	692	703	695	833	1646	1944	1571	1860
ENSG00000221838	131	120	80	104	218	201	142	234
ENSG00000106290	184	154	193	262	794	818	773	936
ENSG00000166997	31	45	22	33	147	156	135	157
ENSG00000214309	6	5	12	15	51	72	63	68
ENSG00000188186	576	675	528	739	2657	3249	2757	3257
ENSG00000146826	109	101	155	159	310	296	303	404
ENSG00000197093	2	1	1	4	3	4	2	0
ENSG00000213420	10	5	4	0	0	3	1	4
ENSG00000066923	392	392	326	392	221	261	216	276
ENSG00000213413	0	0	0	0	0	0	0	0
ENSG00000214300	55	58	129	119	467	443	394	511
ENSG00000121716	91	81	67	81	98	143	95	121
ENSG00000085514	56	52	3	1	22	17	14	17
ENSG00000289690	1	0	0	0	0	0	0	0
ENSG00000078487	0	0	0	0	0	0	0	0
ENSG00000146834	0	0	0	0	0	0	0	0
ENSG00000160813	162	205	229	273	515	616	467	610
ENSG00000185955	10	11	7	7	9	2	3	3
ENSG00000166925	1714	1751	1491	1797	2270	2364	2032	2749
ENSG00000289760	0	0	0	0	0	0	0	0
ENSG00000166924	87	88	81	95	0	0	0	0
ENSG00000106351	351	300	888	1073	900	1038	943	1140
ENSG00000205307	30	20	11	10	26	35	9	27
ENSG00000077454	721	673	707	950	2066	2524	2177	2531
ENSG00000106336	5	2	5	10	31	47	34	43
ENSG00000106333	37	28	5	15	13	18	5	5
ENSG00000106330	152	144	160	170	264	280	205	329
ENSG00000106327	48	48	36	24	76	86	71	108
ENSG00000077080	0	0	0	0	1	2	0	0
ENSG00000172354	4408	4585	4273	4616	4358	5444	4289	5595
ENSG00000146830	1088	918	338	463	964	1184	978	1340
ENSG00000172336	165	171	171	277	525	671	529	726
ENSG00000130427	2	0	0	1	0	0	0	0
ENSG00000146839	2	1	0	1	2	2	1	1
ENSG00000196411	38	35	37	57	3	9	3	5
ENSG00000146828	212	194	217	297	743	743	651	718
ENSG00000087077	94	76	181	212	192	149	140	209
ENSG00000087087	721	784	838	912	2373	3053	2407	3269
ENSG00000176125	1	1	6	0	41	43	35	43
ENSG00000087085	404	390	162	225	0	0	0	0
ENSG00000169894	0	0	0	0	0	0	0	0
ENSG00000205277	8	7	8	4	1	0	0	0
ENSG00000169876	0	0	0	0	0	0	0	0
ENSG00000169871	485	387	429	539	1699	1966	1669	2371
ENSG00000106366	2298	2194	16	0	2	4	4	3
ENSG00000106367	282	307	444	607	579	646	532	651
ENSG00000128564	33	40	22	34	0	2	2	3
ENSG00000167011	0	0	0	0	2	0	0	0
ENSG00000106384	0	0	0	0	0	0	0	0
ENSG00000106397	427	412	420	523	544	563	463	618
ENSG00000106400	575	545	557	794	1370	1577	1373	1629
ENSG00000106404	112	93	62	49	142	140	166	172
ENSG00000214253	622	735	579	777	2257	2226	1839	2480
ENSG00000128581	28	50	58	83	99	145	125	144
ENSG00000160963	2	1	1	0	0	0	2	6
ENSG00000106436	0	0	0	0	0	0	0	0
ENSG00000257923	678	566	577	652	788	902	761	1069
ENSG00000160999	164	196	124	182	309	397	367	413
ENSG00000260097	29	22	29	47	147	120	120	118
ENSG00000128563	398	458	234	310	2014	2354	1876	2461
ENSG00000160991	919	781	555	667	12687	16185	13781	17121
ENSG00000160993	102	119	107	135	364	434	325	451
ENSG00000161036	88	80	134	109	488	633	492	661
ENSG00000005075	367	411	527	565	1696	2047	1691	2142
ENSG00000170667	588	542	562	664	701	713	572	821
ENSG00000168255	2	1	2	0	1	1	0	5
ENSG00000284981	0	0	0	0	0	0	0	0
ENSG00000270249	12	0	0	0	6	2	0	0
ENSG00000205238	0	0	0	0	0	0	0	0
ENSG00000285437	0	0	0	0	0	0	0	0
ENSG00000105808	0	0	0	0	0	0	0	0
ENSG00000205236	64	39	15	25	18	39	22	17
ENSG00000267368	0	0	0	0	0	0	0	0
ENSG00000267645	44	27	39	36	102	66	47	99
ENSG00000173678	0	0	0	0	0	0	0	0
ENSG00000228049	0	0	0	0	0	0	0	0
ENSG00000222011	58	67	46	44	119	146	112	164
ENSG00000161040	9	5	7	13	37	30	44	29
ENSG00000128606	0	0	0	0	0	0	0	0
ENSG00000170632	146	165	264	363	1158	1221	949	1318
ENSG00000161048	1591	1792	1354	1671	853	973	736	988
ENSG00000279482	0	0	0	0	0	0	0	0
ENSG00000105819	1435	1571	1037	1462	1845	1856	1353	1977
ENSG00000105821	3	1	4	3	15	13	6	15
ENSG00000161057	41	39	73	75	227	210	241	275
ENSG00000170615	2	1	0	1	7	1	1	4
ENSG00000189056	4	4	1	0	4	1	1	3
ENSG00000164815	255	281	246	294	520	511	456	521
ENSG00000187416	4626	4929	2308	2816	3631	4160	3827	4560
ENSG00000005483	1576	1050	1371	1831	4550	5052	4362	5870
ENSG00000289360	0	0	0	0	0	0	0	0
ENSG00000288914	0	0	0	0	0	0	0	0
ENSG00000135250	1400	1255	1099	1251	2026	2347	2038	2408
ENSG00000091127	46	46	53	73	401	307	262	452
ENSG00000135249	84	84	181	247	686	690	562	686
ENSG00000185055	1003	1301	986	1172	341	329	271	365
ENSG00000146776	564	464	199	244	246	291	226	302
ENSG00000128536	15	7	10	11	10	4	6	11
ENSG00000280439	0	0	0	0	0	0	0	0
ENSG00000008282	1019	1047	704	928	4068	4529	3486	4350
ENSG00000105835	1774	1962	1726	2349	2776	2659	2121	3121
ENSG00000253276	283	208	268	290	1312	1456	1219	1609
ENSG00000105851	180	156	444	567	1020	1098	849	1153
ENSG00000005249	183	136	248	225	10	9	12	7
ENSG00000105856	1597	1538	1170	1384	2770	3044	2469	2954
ENSG00000164597	278	237	473	564	1351	1352	1108	1617
ENSG00000172209	0	0	0	0	0	0	0	0
ENSG00000105865	0	0	0	0	0	0	0	0
ENSG00000288558	2	3	1	1	5	1	5	1
ENSG00000075790	5	3	3	3	12	22	18	11
ENSG00000091137	1	6	20	19	1	6	5	9
ENSG00000105879	499	485	630	859	1898	1853	1667	2143
ENSG00000091138	6	5	9	14	5	2	2	13
ENSG00000091140	431	500	743	927	1274	1276	1052	1495
ENSG00000091136	73	56	58	51	3	4	2	1
ENSG00000091128	0	0	0	0	1	1	0	2
ENSG00000091129	184	138	3	4	5	7	13	11
ENSG00000135241	1527	1779	913	1351	4922	6149	4666	5807
ENSG00000177683	0	0	0	0	0	0	0	0
ENSG00000128590	385	362	489	737	1553	1596	1365	1535
ENSG00000279043	0	0	0	0	0	0	0	0
ENSG00000184903	175	228	184	244	657	617	508	608
ENSG00000173114	0	0	0	0	0	0	0	0
ENSG00000128512	275	256	383	367	21	17	26	44
ENSG00000198839	696	763	546	866	836	737	691	875
ENSG00000006652	1	0	0	0	9	1	1	3
ENSG00000288640	0	0	0	0	0	0	0	0
ENSG00000288634	0	0	0	0	0	0	0	0
ENSG00000181016	0	0	0	0	0	0	0	0
ENSG00000146802	163	136	271	338	1005	1107	862	1201
ENSG00000164603	284	233	210	273	788	720	675	826
ENSG00000279288	0	0	0	0	0	0	0	0
ENSG00000164604	0	0	0	0	1	0	0	0
ENSG00000214194	137	158	242	311	1106	1152	870	1169
ENSG00000278894	0	0	0	0	0	0	0	0
ENSG00000154415	2	0	0	0	1	0	1	0
ENSG00000128573	93	115	108	119	7	8	3	7
ENSG00000135272	1099	981	2613	3312	5826	5800	4829	6396
ENSG00000105967	9	15	30	34	14	10	8	13
ENSG00000279086	0	1	0	0	1	0	0	0
ENSG00000135269	499	517	749	1001	1863	2178	1795	2092
ENSG00000105971	2	2	4	2	4	1	1	2
ENSG00000105974	330	302	743	765	140	96	128	169
ENSG00000105976	3	1	4	5	7	1	4	5
ENSG00000198898	859	899	1223	1696	3443	3467	2893	3866
ENSG00000004866	268	255	225	296	362	401	360	394
ENSG00000288635	0	0	0	0	0	0	0	0
ENSG00000105989	0	0	0	0	0	0	0	0
ENSG00000001626	0	1	3	1	1	0	0	2
ENSG00000154438	0	0	0	0	0	0	0	0
ENSG00000077063	8	12	49	49	148	130	97	140
ENSG00000128534	278	343	333	516	1117	1345	1018	1368
ENSG00000106013	4	6	1	1	11	9	5	19
ENSG00000184408	3	6	101	121	31	28	29	45
ENSG00000106025	7	3	4	4	0	0	0	1
ENSG00000071243	112	130	162	199	800	903	760	900
ENSG00000106034	9	13	25	29	247	333	286	291
ENSG00000002745	93	86	60	114	1092	1212	1027	1222
ENSG00000196937	659	584	504	714	6042	4966	4884	6306
ENSG00000106278	2	0	2	2	0	1	0	3
ENSG00000008311	2	2	18	36	109	142	135	165
ENSG00000128610	0	0	0	0	0	0	0	1
ENSG00000081803	325	434	185	323	658	968	846	919
ENSG00000188050	0	0	0	0	0	0	0	0
ENSG00000235631	0	0	0	0	0	0	0	0
ENSG00000128519	0	0	0	0	0	0	0	0
ENSG00000081800	1	0	0	0	1	0	1	0
ENSG00000164675	0	4	1	5	3	4	1	10
ENSG00000128609	154	198	228	339	1312	1432	1164	1492
ENSG00000146809	2	1	0	3	0	2	0	2
ENSG00000170807	0	0	0	0	0	0	0	0
ENSG00000106299	262	241	221	253	249	299	197	299
ENSG00000106302	0	0	5	2	2	0	0	0
ENSG00000106304	0	0	0	0	0	0	0	0
ENSG00000234224	0	0	0	0	0	0	0	0
ENSG00000230268	0	0	0	0	0	0	0	0
ENSG00000279419	0	0	0	0	0	0	0	0
ENSG00000170775	0	0	0	0	0	0	0	2
ENSG00000128513	264	255	368	543	1279	1312	1098	1364
ENSG00000179603	6	10	2	6	0	4	2	3
ENSG00000048405	529	460	830	1047	2720	3014	2557	2900
ENSG00000279265	0	0	0	0	0	0	0	0
ENSG00000280347	0	0	0	0	0	0	0	0
ENSG00000179562	402	404	480	609	1562	1838	1592	2007
ENSG00000004059	0	0	0	0	0	0	0	0
ENSG00000106328	0	0	0	0	1	0	0	0
ENSG00000106331	0	0	0	0	1	0	0	0
ENSG00000197157	5133	4992	5898	6931	7460	7768	6391	8879
ENSG00000128594	0	0	0	0	0	0	0	0
ENSG00000174697	0	0	0	0	0	0	0	2
ENSG00000106344	129	145	133	197	629	676	572	815
ENSG00000224940	0	0	0	0	0	0	0	0
ENSG00000106348	626	650	397	429	1128	1163	1042	1404
ENSG00000135245	966	1144	169	211	218	171	160	181
ENSG00000165055	203	189	193	309	703	632	600	887
ENSG00000205085	0	2	0	0	4	2	5	9
ENSG00000135248	0	0	0	0	0	0	1	0
ENSG00000128595	1738	1918	1793	2295	1655	1747	1413	1883
ENSG00000128617	0	0	0	0	0	0	0	0
ENSG00000128596	27	10	18	10	19	12	8	19
ENSG00000128591	95	77	141	119	0	0	0	0
ENSG00000135253	11	3	8	8	5	8	7	11
ENSG00000128524	0	0	0	0	0	0	0	0
ENSG00000272899	0	0	0	0	0	0	0	0
ENSG00000128604	5566	5148	4503	5036	4388	4751	3844	5382
ENSG00000275106	0	1	0	3	3	3	0	3
ENSG00000064419	1197	981	1308	1577	3102	3346	2929	3701
ENSG00000158457	8153	8263	6848	8456	1183	1318	1152	1359
ENSG00000128602	167	138	188	151	2	0	2	0
ENSG00000158467	242	295	251	318	886	1142	969	1066
ENSG00000128578	6	8	0	2	3	1	0	0
ENSG00000240204	3	10	2	3	51	29	18	39
ENSG00000106459	564	495	442	447	1798	1983	1534	2004
ENSG00000186591	3009	2516	1944	2373	4301	4848	4197	5228
ENSG00000091732	114	108	194	273	732	846	743	869
ENSG00000128607	567	537	620	806	1626	1527	1389	1571
ENSG00000146842	97	89	265	330	1248	1334	1180	1476
ENSG00000165120	0	0	0	0	0	1	0	0
ENSG00000158516	6	1	1	7	1	0	2	0
ENSG00000128510	0	2	0	0	1	0	1	0
ENSG00000158525	3	0	1	0	9	15	13	20
ENSG00000091704	0	0	0	0	0	0	0	0
ENSG00000106477	25	14	40	51	383	347	320	430
ENSG00000106484	12	10	40	43	645	590	464	745
ENSG00000158623	300	296	473	531	991	917	760	1081
ENSG00000213265	0	0	0	0	0	0	0	0
ENSG00000266265	0	0	0	3	101	128	91	138
ENSG00000128585	897	823	803	1100	1951	2088	1804	2188
ENSG00000128567	5	4	4	11	21	24	36	24
ENSG00000221866	6	0	5	2	8	3	1	1
ENSG00000106554	23004	24342	18225	22139	37105	41316	35968	43207
ENSG00000131558	886	806	832	1014	2090	2323	1984	2562
ENSG00000155530	1	0	1	4	2	4	4	6
ENSG00000205060	110	66	209	286	1135	1113	1009	1272
ENSG00000085662	379	408	368	381	2000	2370	1935	2411
ENSG00000198074	0	0	0	0	0	0	0	0
ENSG00000227471	1	2	0	0	0	0	0	0
ENSG00000172331	390	496	365	514	656	667	574	722
ENSG00000122786	2	4	13	6	4	1	4	5
ENSG00000146856	28	44	63	75	91	68	82	97
ENSG00000122783	692	611	880	1018	1501	1894	1599	2061
ENSG00000146859	0	0	0	0	0	0	0	0
ENSG00000105875	1473	1260	2097	2538	2595	2854	2478	3211
ENSG00000146857	0	0	0	0	0	0	0	0
ENSG00000080802	889	810	754	983	1589	1611	1377	1882
ENSG00000155561	867	692	1357	1647	3059	3429	2978	3621
ENSG00000243317	441	418	391	497	1030	991	843	958
ENSG00000164707	6	1	6	12	24	17	12	10
ENSG00000189320	0	0	2	0	0	0	0	0
ENSG00000105887	3294	2889	4974	5825	14438	14349	12863	16228
ENSG00000181072	0	1	0	0	1	1	0	0
ENSG00000105894	2	1	0	0	0	1	1	1
ENSG00000157680	36389	41957	20183	27873	63864	69771	57092	72437
ENSG00000182158	2199	1765	2250	2838	8816	8679	8147	10048
ENSG00000122787	0	0	5	0	3	5	1	6
ENSG00000122779	487	422	384	456	499	582	448	603
ENSG00000157703	7	3	0	3	1	2	1	1
ENSG00000105929	0	0	0	0	1	1	1	0
ENSG00000214128	0	0	0	0	1	3	3	1
ENSG00000122778	3	6	4	2	1	0	0	0
ENSG00000146858	140	80	94	140	20	10	15	10
ENSG00000105939	1838	1345	1359	1677	4953	5456	4456	5647
ENSG00000105948	48	33	76	85	108	104	103	119
ENSG00000157741	188	108	173	249	597	621	551	664
ENSG00000164898	0	0	0	0	0	0	0	0
ENSG00000146963	122	146	98	133	497	462	349	464
ENSG00000269955	0	0	0	0	0	0	0	0
ENSG00000188883	1	0	0	0	1	2	0	0
ENSG00000236279	2	1	3	4	1	4	1	7
ENSG00000064393	4268	2525	3586	4802	1334	1285	1231	1641
ENSG00000059377	120	93	52	82	107	92	77	69
ENSG00000059378	363	262	1126	1424	1458	1392	1196	1551
ENSG00000006459	525	341	596	786	3499	4255	3492	3819
ENSG00000157800	421	387	683	886	42	53	39	61
ENSG00000146955	1	6	15	14	1	2	6	4
ENSG00000133606	3194	3411	2409	3043	4918	5696	4733	5789
ENSG00000146966	4	2	2	5	2	5	4	2
ENSG00000133597	115	126	135	160	510	552	396	528
ENSG00000090266	159	237	398	487	2467	2560	2034	2708
ENSG00000157764	558	462	635	933	1117	1158	1024	1347
ENSG00000090263	198	202	172	177	355	354	262	436
ENSG00000261115	7	4	0	0	7	2	0	5
ENSG00000006530	206	204	253	367	625	592	465	610
ENSG00000257093	1510	1168	2029	2830	4509	5126	4146	5187
ENSG00000214102	2	2	5	6	20	25	36	13
ENSG00000106028	385	422	570	738	2819	2699	2270	3121
ENSG00000127362	0	0	0	0	0	0	0	0
ENSG00000127364	0	0	0	0	0	0	0	0
ENSG00000127366	0	3	3	3	8	7	8	6
ENSG00000165076	0	0	0	0	0	0	0	0
ENSG00000237621	0	0	0	0	0	0	0	0
ENSG00000257335	1	0	3	0	6	7	4	8
ENSG00000258083	0	0	0	0	0	0	0	0
ENSG00000258227	0	0	0	0	0	0	0	0
ENSG00000257138	0	0	0	0	0	0	0	0
ENSG00000257743	2	1	0	0	0	0	0	0
ENSG00000258223	0	0	0	0	0	0	0	0
ENSG00000226660	0	1	0	0	2	0	1	0
ENSG00000237702	2	1	0	0	0	0	0	2
ENSG00000211710	2	0	0	0	1	0	2	1
ENSG00000211734	5	6	0	0	0	2	0	1
ENSG00000211706	2	0	0	0	0	0	1	2
ENSG00000211707	0	0	0	0	0	0	0	0
ENSG00000211745	1	0	0	0	0	0	0	0
ENSG00000283063	2	2	0	0	1	0	1	2
ENSG00000282939	11	10	0	0	0	3	1	2
ENSG00000211713	0	0	0	0	1	0	0	2
ENSG00000211714	0	0	0	0	0	0	0	0
ENSG00000211715	0	0	0	0	0	0	0	0
ENSG00000211716	8	7	0	0	0	3	1	1
ENSG00000211717	0	0	0	0	0	0	0	0
ENSG00000211720	0	1	0	0	0	1	0	0
ENSG00000229769	0	0	0	0	1	0	2	0
ENSG00000211721	3	0	0	0	0	1	1	1
ENSG00000253409	0	0	0	0	0	0	0	0
ENSG00000230099	2	3	0	0	0	0	2	2
ENSG00000211724	0	0	0	0	0	1	0	1
ENSG00000211725	3	0	0	0	0	2	1	0
ENSG00000253188	0	0	0	0	0	0	0	0
ENSG00000211727	0	0	0	0	0	0	0	0
ENSG00000211728	4	0	0	0	0	1	0	0
ENSG00000253534	0	0	0	0	0	0	0	0
ENSG00000253291	0	0	0	0	0	0	0	0
ENSG00000211731	1	0	0	0	0	0	0	0
ENSG00000278030	22	9	0	0	0	1	0	0
ENSG00000276405	1	1	0	0	0	0	0	0
ENSG00000275791	3	0	0	0	3	2	0	1
ENSG00000276597	2	0	0	0	0	0	0	0
ENSG00000274752	4	2	0	0	0	0	1	0
ENSG00000276953	1	1	0	0	0	0	1	2
ENSG00000275158	0	0	0	0	0	0	0	0
ENSG00000275743	0	4	0	0	4	0	0	1
ENSG00000276819	0	1	0	0	0	0	0	1
ENSG00000275243	1	0	0	0	0	0	0	0
ENSG00000277880	0	0	0	0	0	0	0	0
ENSG00000276557	2	1	0	0	0	0	0	1
ENSG00000211746	7	3	0	0	0	1	4	1
ENSG00000211747	1	7	1	0	1	2	6	2
ENSG00000211749	0	1	0	0	0	0	0	0
ENSG00000211750	1	0	0	0	0	0	0	0
ENSG00000282499	0	0	0	0	0	0	1	0
ENSG00000211752	3	3	0	2	1	1	0	0
ENSG00000211753	3	2	0	0	0	1	0	0
ENSG00000232869	2	0	0	1	104	75	67	114
ENSG00000204983	0	0	0	0	41	45	32	58
ENSG00000275896	3	2	0	0	5	1	0	3
ENSG00000282431	0	0	0	0	0	1	0	1
ENSG00000282320	1	0	0	0	0	0	0	0
ENSG00000282420	0	0	0	0	0	0	0	0
ENSG00000282133	1	0	0	0	0	0	0	0
ENSG00000281958	1	0	0	0	0	0	0	0
ENSG00000282173	0	0	0	0	0	0	0	0
ENSG00000282780	0	0	0	0	0	0	0	0
ENSG00000211751	230	199	17	33	1876	2163	1776	2162
ENSG00000211764	2	4	1	0	39	32	30	25
ENSG00000211765	1	1	0	0	11	15	3	9
ENSG00000211766	2	6	1	1	188	268	187	232
ENSG00000211767	14	8	1	6	411	399	485	490
ENSG00000211768	2	4	1	0	16	19	23	35
ENSG00000211769	0	1	0	1	16	15	10	13
ENSG00000211770	2	0	2	2	29	17	15	12
ENSG00000211771	5	10	5	5	22	20	26	18
ENSG00000211772	705	734	196	259	10981	12447	11345	13587
ENSG00000237254	3	0	0	0	4	0	2	2
ENSG00000106123	5	12	0	1	383	475	471	528
ENSG00000165125	0	0	0	0	4	2	4	2
ENSG00000127412	0	0	0	0	0	0	0	0
ENSG00000165131	0	0	0	0	0	0	0	0
ENSG00000197993	0	3	1	0	1	0	0	1
ENSG00000179468	0	0	0	0	0	0	0	0
ENSG00000225781	0	0	0	0	0	0	0	0
ENSG00000159763	0	0	0	0	0	0	0	0
ENSG00000236398	0	0	0	0	0	0	0	0
ENSG00000221937	0	0	0	0	0	0	0	0
ENSG00000279223	0	0	0	0	0	0	0	0
ENSG00000197448	739	756	592	660	2404	2575	2221	2852
ENSG00000178826	3	4	4	2	1	4	0	0
ENSG00000106144	334	253	424	494	1719	1855	1624	2138
ENSG00000188037	2	1	0	0	1	0	0	0
ENSG00000159784	2	0	1	0	1	4	0	2
ENSG00000159840	1523	1271	965	1090	712	808	724	920
ENSG00000146904	2	1	1	1	0	1	4	3
ENSG00000185899	0	0	0	0	0	0	0	0
ENSG00000221855	0	0	0	0	0	0	0	0
ENSG00000176510	0	0	0	0	0	0	0	0
ENSG00000271079	4	10	6	4	6	6	12	2
ENSG00000170379	2548	2370	1409	1659	842	802	736	1007
ENSG00000283528	0	0	0	0	0	0	0	0
ENSG00000271321	10	7	8	4	14	13	21	7
ENSG00000198420	175	146	222	336	713	897	766	973
ENSG00000221910	0	0	0	0	0	0	0	0
ENSG00000213215	1	0	0	0	0	2	2	0
ENSG00000221813	0	0	0	0	0	0	0	0
ENSG00000221836	0	1	0	0	0	0	0	0
ENSG00000221933	0	0	0	0	0	0	0	0
ENSG00000221858	1	0	0	0	0	0	1	0
ENSG00000221989	0	0	0	0	0	0	0	0
ENSG00000221938	0	0	0	0	0	0	0	0
ENSG00000288784	2	3	5	2	2	3	10	1
ENSG00000213214	2	0	0	0	0	0	0	2
ENSG00000212807	0	1	0	1	1	0	1	0
ENSG00000243896	0	0	0	0	0	0	0	0
ENSG00000289604	3	4	9	1	10	8	9	6
ENSG00000221970	1	0	0	1	1	0	0	0
ENSG00000050327	1	0	2	0	8	0	0	4
ENSG00000106410	0	0	0	0	0	0	0	1
ENSG00000196511	5314	5935	6067	6501	917	884	829	986
ENSG00000280144	0	0	0	0	0	0	0	0
ENSG00000174469	43	38	125	139	3303	3666	3166	3957
ENSG00000170279	0	0	0	0	1	1	0	0
ENSG00000055130	1465	1591	1494	2081	3091	3440	2873	3699
ENSG00000106462	842	820	1281	1729	240	245	251	320
ENSG00000155660	626	620	1052	1447	2588	2877	2239	3189
ENSG00000197362	66	72	73	91	313	369	304	485
ENSG00000204947	21	14	27	36	101	170	136	222
ENSG00000197024	282	275	375	419	955	1133	915	1153
ENSG00000170265	325	299	276	330	569	675	604	797
ENSG00000170260	157	148	117	171	691	784	707	855
ENSG00000204946	172	135	147	172	621	746	524	804
ENSG00000196453	139	144	96	122	321	304	307	487
ENSG00000181220	297	237	258	262	677	629	673	769
ENSG00000133619	71	37	60	30	182	192	135	207
ENSG00000181444	17	4	4	9	2	5	10	5
ENSG00000106479	167	133	151	225	660	734	609	755
ENSG00000280149	0	0	0	0	0	0	0	0
ENSG00000171130	43	40	66	74	594	767	601	758
ENSG00000279536	0	0	0	0	0	0	0	0
ENSG00000106526	7	11	20	35	66	59	45	39
ENSG00000127399	112	121	230	257	1084	1190	1070	1306
ENSG00000106538	0	0	2	1	7	12	6	7
ENSG00000214022	2	0	2	2	30	40	35	37
ENSG00000196456	203	174	141	143	162	185	210	282
ENSG00000284691	97	110	39	47	380	410	360	453
ENSG00000171115	20	13	0	0	14	29	11	27
ENSG00000179144	69	75	1	2	10	21	7	18
ENSG00000133574	90	77	6	3	22	26	14	38
ENSG00000133561	62	68	11	17	80	98	68	75
ENSG00000106560	88	116	115	171	674	692	637	646
ENSG00000213203	0	0	0	0	0	0	0	0
ENSG00000281887	0	0	0	0	0	0	0	0
ENSG00000196329	2	3	0	0	0	0	0	0
ENSG00000106565	39	38	5	2	116	70	40	120
ENSG00000002933	22	24	2	1	51	32	12	43
ENSG00000002726	26	14	0	0	4	0	0	1
ENSG00000055118	185	235	204	171	169	222	167	256
ENSG00000164867	5	3	1	0	0	0	4	0
ENSG00000181652	17	8	4	1	0	0	0	1
ENSG00000197150	67	53	111	74	470	408	376	545
ENSG00000213199	2	12	3	3	8	7	6	12
ENSG00000164885	71	70	97	112	254	249	155	242
ENSG00000164889	641	595	638	696	825	975	790	1136
ENSG00000288608	0	0	0	0	0	0	0	0
ENSG00000164896	303	355	393	388	1029	1019	911	1283
ENSG00000164897	883	925	855	950	1282	1442	1274	1765
ENSG00000133612	904	997	692	769	301	442	356	461
ENSG00000164900	2	3	1	3	0	1	0	0
ENSG00000146926	5	2	7	1	0	0	0	0
ENSG00000278685	0	0	0	0	0	0	0	0
ENSG00000285480	0	0	0	0	0	0	0	0
ENSG00000285292	1	2	0	1	16	10	4	10
ENSG00000033050	0	0	0	0	0	0	0	0
ENSG00000033100	373	296	622	691	1775	2042	1653	2098
ENSG00000082014	174	192	204	185	2	1	2	2
ENSG00000013374	850	819	703	871	1197	1511	1225	1607
ENSG00000187260	3	5	5	5	6	4	3	6
ENSG00000127377	0	0	0	0	0	0	0	0
ENSG00000106615	453	512	501	642	1131	1215	949	1359
ENSG00000106617	173	150	255	302	1211	1318	1046	1227
ENSG00000106648	0	0	0	0	0	0	0	0
ENSG00000178234	153	131	110	128	365	379	350	426
ENSG00000055609	1367	879	1162	1435	2273	2852	2535	2895
ENSG00000196584	3	0	3	8	6	1	9	8
ENSG00000133627	55	69	102	131	274	316	287	368
ENSG00000130226	7	7	3	5	15	6	12	19
ENSG00000157212	385	338	349	477	1229	1238	1024	1431
ENSG00000157219	1	0	0	0	0	0	0	1
ENSG00000278998	0	0	0	0	0	0	0	0
ENSG00000186480	894	882	1223	1530	5358	5319	4531	5835
ENSG00000164778	0	0	0	0	0	0	0	0
ENSG00000146910	0	0	0	0	0	0	0	0
ENSG00000283128	44	42	43	53	338	332	311	419
ENSG00000184863	1314	995	652	916	1210	1438	1254	1444
ENSG00000164690	0	0	0	0	0	0	0	0
ENSG00000105982	13	16	23	33	174	123	119	142
ENSG00000105983	217	197	348	394	1071	1219	994	1169
ENSG00000146909	86	103	105	104	417	402	368	593
ENSG00000130675	5	3	1	0	1	0	2	5
ENSG00000009335	1005	944	1311	1732	2706	3047	2518	3262
ENSG00000105993	2757	2706	1339	1890	3277	3662	2831	3908
ENSG00000280266	0	0	0	0	0	1	0	0
ENSG00000155093	7	5	20	17	77	88	62	109
ENSG00000146918	37	46	61	80	131	183	161	226
ENSG00000117868	1082	903	900	1111	1152	1222	1123	1353
ENSG00000126870	65	56	23	43	94	105	95	122
ENSG00000106018	2	0	0	0	0	0	1	1
ENSG00000176269	0	0	0	0	0	0	0	0
ENSG00000172748	19	24	34	27	144	136	124	139
ENSG00000147364	131	116	200	241	787	897	791	1051
ENSG00000279852	0	1	0	0	0	2	1	1
ENSG00000180190	0	0	0	0	0	0	0	0
ENSG00000104714	330	265	169	175	378	436	345	415
ENSG00000198010	9	4	5	7	8	7	5	9
ENSG00000182372	26	25	28	31	333	348	326	381
ENSG00000283239	2	2	5	5	21	26	23	24
